,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Internacional,Compare At Price / Internacional,Status
1240,SCRB2,Scrub Jogger Mujer Peonia Violeta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1241,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,SCRB2,Scrub Jogger Mujer Peonia Violeta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1242,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,SCRB2,Scrub Jogger Mujer Peonia Violeta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1243,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,SCRB2,Scrub Jogger Mujer Peonia Violeta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1244,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,SCRB2,Scrub Jogger Mujer Peonia Violeta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1245,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,SCRB2,Scrub Jogger Mujer Peonia Violeta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1246,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,SCRB2,Scrub Jogger Mujer Peonia Rosa Palo X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1247,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,SCRB2,Scrub Jogger Mujer Peonia Rosa Palo X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1248,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,SCRB2,Scrub Jogger Mujer Peonia Rosa Palo X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1249,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,SCRB2,Scrub Jogger Mujer Peonia Rosa Palo X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1250,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,SCRB2,Scrub Jogger Mujer Peonia Rosa Palo X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1251,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,SCRB2,Scrub Jogger Mujer Peonia Rosa Palo X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1252,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,SCRB2,Scrub Jogger Mujer Peonia Rosa Palo X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1253,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,SCRB2,Scrub Jogger Mujer Peonia Menta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1254,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,SCRB2,Scrub Jogger Mujer Peonia Menta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1255,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,SCRB2,Scrub Jogger Mujer Peonia Menta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1256,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,SCRB2,Scrub Jogger Mujer Peonia Menta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1257,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,SCRB2,Scrub Jogger Mujer Peonia Menta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1258,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,SCRB2,Scrub Jogger Mujer Peonia Menta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1259,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,SCRB2,Scrub Jogger Mujer Peonia Menta X,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño X",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1260,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1261,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1262,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1263,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1264,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1265,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1266,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1267,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Fucsia L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Fucsia, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1268,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Fucsia L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Fucsia, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1269,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Fucsia L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Fucsia, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1270,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Fucsia L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Fucsia, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1271,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Fucsia L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Fucsia, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1272,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Fucsia L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Fucsia, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1273,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Fucsia L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Fucsia, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1274,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,SCRB2,Scrub Slim Recto Mujer Peonia Violeta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1275,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,SCRB2,Scrub Slim Recto Mujer Peonia Violeta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1276,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,SCRB2,Scrub Slim Recto Mujer Peonia Violeta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1277,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,SCRB2,Scrub Slim Recto Mujer Peonia Violeta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1278,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,SCRB2,Scrub Slim Recto Mujer Peonia Violeta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1279,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,SCRB2,Scrub Slim Recto Mujer Peonia Violeta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1280,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,SCRB2,Scrub Slim Recto Mujer Peonia Violeta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Violeta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1281,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Palo L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1282,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Palo L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1283,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Palo L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1284,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Palo L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1285,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Palo L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1286,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Palo L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1287,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,SCRB2,Scrub Slim Recto Mujer Peonia Rosa Palo L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Rosa Palo, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1288,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,SCRB2,Scrub Slim Recto Mujer Peonia Menta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1289,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,SCRB2,Scrub Slim Recto Mujer Peonia Menta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1290,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,SCRB2,Scrub Slim Recto Mujer Peonia Menta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1291,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,SCRB2,Scrub Slim Recto Mujer Peonia Menta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1292,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,SCRB2,Scrub Slim Recto Mujer Peonia Menta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1293,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,SCRB2,Scrub Slim Recto Mujer Peonia Menta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1294,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,SCRB2,Scrub Slim Recto Mujer Peonia Menta L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Slim Recto de la coleccion Peonia este producto es de color Menta, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1295,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,SCRB2,Scrub Jogger Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1296,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,SCRB2,Scrub Jogger Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1297,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,SCRB2,Scrub Jogger Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1298,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,SCRB2,Scrub Jogger Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1299,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,SCRB2,Scrub Jogger Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1300,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,SCRB2,Scrub Jogger Mujer Peonia Rosa Pastel L,"Nuestro Scrub, manufacturado 100% en Mexico con los mejores materiales, ofecemos el modelo Jogger de la coleccion Peonia este producto es de color Rosa Pastel, ofreciendo el tamaño L",LUQUAS SCRUBS,Ropa y accesorios > Prendas de vestir,Conjunto,,True,Title,Default Title,,,,,SCRBU1301,0.6,shopify,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
